title,url,source,date,content
Gaza diary part 46: ‘I have been sick for almost a week. Is it because of the half-rotten food we are eating?’,https://www.theguardian.com/global-development/2024/feb/15/gaza-diary-part-46-i-have-been-sick-for-almost-a-week-is-it-because-of-the-bad-food-we-are-eating,Guardian,2024-02-15T12:25:09Z,
India and Sharma take charge as England fail to build on Wood burst,https://www.theguardian.com/sport/2024/feb/15/india-rohit-sharma-take-charge-england-fail-to-build-on-early-flurry-wickets-third-test-cricket,Guardian,2024-02-15T12:19:09Z,
Arsenal No 2 Carlos Cuesta in sights of Norwich for manager’s job next season,https://www.theguardian.com/football/2024/feb/15/arsenal-no-2-carlos-cuesta-norwich-manager-championship,Guardian,2024-02-15T12:00:17Z,
‘America is a factory farming nation’: key takeaways from US agriculture census,https://www.theguardian.com/environment/2024/feb/15/us-agriculture-census-farming,Guardian,2024-02-15T12:00:16Z,
"Big cats can tell apart known and unknown human voices, study finds",https://www.theguardian.com/science/2024/feb/15/big-cats-can-tell-apart-known-and-unknown-human-voices-study-finds,Guardian,2024-02-15T12:00:16Z,
David Tennant: ‘Kissing Michael Sheen was fine. He’d brushed his teeth’,https://www.theguardian.com/culture/2024/feb/15/david-tennant-kissing-michael-sheen-doctor-who-baftas,Guardian,2024-02-15T12:00:16Z,
Five of the best campus novels,https://www.theguardian.com/books/2024/feb/15/five-of-the-best-campus-novels,Guardian,2024-02-15T12:00:15Z,
"Yes, it can be hard to get a restaurant table. But it can be impossible if you’re a wheelchair user | Jay Rayner",https://www.theguardian.com/food/2024/feb/15/yes-it-can-be-hard-to-get-a-restaurant-table-but-it-can-be-impossible-if-youre-a-wheelchair-user-jay-rayner,Guardian,2024-02-15T12:00:15Z,
Moving the Goalposts | Clash of the titans: Chelsea meet Manchester City with WSL title on line,https://www.theguardian.com/football/2024/feb/15/clash-of-the-titans-chelsea-meet-manchester-city-with-wsl-title-on-line,Guardian,2024-02-15T12:00:14Z,
The Price Is Wrong by Brett Christophers review – why capitalism can’t save the planet,https://www.theguardian.com/books/2024/feb/15/the-price-is-wrong-by-brett-christophers-review-why-capitalism-cant-save-the-planet,Guardian,2024-02-15T12:00:14Z,
Dear Octopus review – Lindsay Duncan leads a warm drama about a bickering family,https://www.theguardian.com/stage/2024/feb/15/dear-octopus-review-dodie-smith-lindsay-duncan,Guardian,2024-02-15T11:46:03Z,
"India roar back after early wobble against England: third Test, day one – as it happened",https://www.theguardian.com/sport/live/2024/feb/15/india-v-england-third-test-day-one-live-cricket-score-updates,Guardian,2024-02-15T11:42:05Z,
Idles: Tangk review – a return to joy as an act of resistance,https://www.theguardian.com/music/2024/feb/15/idles-tangk-review,Guardian,2024-02-15T11:33:52Z,
‘United in extravagance’: Rio’s working-class carnival ball-slammers,https://www.theguardian.com/world/2024/feb/15/rio-carnival-bate-bolas-ball-slammers,Guardian,2024-02-15T11:15:00Z,
"Australia v South Africa: one-off women’s Test, day one – as it happened",https://www.theguardian.com/sport/live/2024/feb/15/australia-vs-south-africa-one-off-womens-cricket-test-day-one-live-updates-results-scores-start-time-waca-perth,Guardian,2024-02-15T11:05:16Z,
First Thing: One dead and scores wounded at Kansas City Chiefs parade shooting,https://www.theguardian.com/us-news/2024/feb/15/first-thing-one-dead-and-scores-wounded-at-kansas-city-chiefs-parade-shooting,Guardian,2024-02-15T11:03:46Z,
I tried out an Apple Vision Pro. It frightened me | Arwa Mahdawi,https://www.theguardian.com/commentisfree/2024/feb/15/i-tried-out-an-apple-vision-pro-it-frightened-me,Guardian,2024-02-15T11:01:00Z,
Ask Ugly: I’m addicted to lip balm – but it doesn’t work. What’s a better alternative? ,https://www.theguardian.com/lifeandstyle/2024/feb/15/lip-balm-chapstick-bad-for-you-addiction,Guardian,2024-02-15T11:00:03Z,
‘I love to twirl the cord’: the young people pushing for a landline renaissance,https://www.theguardian.com/lifeandstyle/2024/feb/15/landline-phones-gen-z,Guardian,2024-02-15T11:00:03Z,
Indiana teachers call attorney general’s ‘Eyes on Education’ portal dangerous,https://www.theguardian.com/us-news/2024/feb/15/indiana-ag-eyes-on-education-tipline,Guardian,2024-02-15T11:00:03Z,
"Precious medals, Bruce’s albums and a snapping turtle – take the Thursday quiz",https://www.theguardian.com/lifeandstyle/2024/feb/15/the-guardian-thursday-quiz-general-knowledge-topical-news-trivia-147,Guardian,2024-02-15T11:00:03Z,
The List of Suspicious Things by Jennie Godfrey review – girl turns detective,https://www.theguardian.com/books/2024/feb/15/the-list-of-suspicious-things-by-jennie-godfrey-review-girl-turns-detective,Guardian,2024-02-15T11:00:02Z,
"I’d be embarrassed to have a football stadium named after me. A park, however … | Adrian Chiles",https://www.theguardian.com/commentisfree/2024/feb/15/id-be-embarrassed-to-have-a-football-stadium-named-after-me-a-park-however-,Guardian,2024-02-15T11:00:02Z,
How we met: ‘I thought she was very serious and a bit boring’,https://www.theguardian.com/lifeandstyle/2024/feb/15/how-we-met-i-thought-she-was-very-serious-and-a-bit-boring,Guardian,2024-02-15T11:00:01Z,
Democrats see New York election win as model for tackling immigration issue,https://www.theguardian.com/us-news/2024/feb/15/democrats-immigration-border-2024-election-tom-suozzi,Guardian,2024-02-15T11:00:01Z,
Pakistan’s generals’ elections: inside the 16 February Guardian Weekly,https://www.theguardian.com/news/2024/feb/15/pakistans-generals-elections-inside-the-16-february-guardian-weekly,Guardian,2024-02-15T11:00:00Z,
Lyon expected to allow manager Sonia Bompastor to discuss Chelsea switch,https://www.theguardian.com/football/2024/feb/15/lyon-chelsea-women-manager-sonia-bompastor-emma-hayes,Guardian,2024-02-15T10:54:33Z,
Best podcasts of the week: Who spiked the chowder with PCP on the set of Titanic?,https://www.theguardian.com/tv-and-radio/2024/feb/15/best-podcasts-of-the-week-who-spiked-the-chowder-with-pcp-on-the-set-of-titanic,Guardian,2024-02-15T10:45:48Z,
‘Very afraid’: Colombian human rights lawyer loses security after winning prize,https://www.theguardian.com/world/2024/feb/15/adil-melendez-marquez-colombia-interview,Guardian,2024-02-15T10:30:07Z,
British Gas profits leap from £72m to £751m in a year,https://www.theguardian.com/business/2024/feb/15/british-gas-profits-energy-bills-centrica,Guardian,2024-02-15T10:19:13Z,
Exclusive: Hockey Canada didn’t suspend referee accused of rape from junior league,https://www.theguardian.com/sport/2024/feb/15/referee-rape-allegaitons-canada-hockey,Guardian,2024-02-15T10:00:35Z,
Please do be offended while I give two fingers to the gender swear gap | Claire Cohen,https://www.theguardian.com/commentisfree/2024/feb/15/olivia-coleman-gender-swear-gap,Guardian,2024-02-15T10:00:35Z,
My girlfriend has a favourite sexual position – which I don’t enjoy. How can I tell her? ,https://www.theguardian.com/lifeandstyle/2024/feb/15/girlfriend-favourite-sexual-position-i-dont-enjoy-how-can-i-tell-her,Guardian,2024-02-15T10:00:34Z,
Ukraine says frozen Russian assets should be used to rebuild war-hit economy,https://www.theguardian.com/business/2024/feb/15/ukraine-frozen-russian-assets-rebuild-war-economy-reconstruction,Guardian,2024-02-15T09:59:13Z,
"End fossil-fuel era to address colonial injustices, urges prominent historian ",https://www.theguardian.com/world/2024/feb/15/end-fossil-fuel-era-to-address-colonial-injustices-urges-prominent-historian,Guardian,2024-02-15T09:43:17Z,
Jeremy Hunt ‘considering spending cuts’ to fund pre-election tax giveaway,https://www.theguardian.com/politics/2024/feb/15/jeremy-hunt-considering-spending-cuts-to-fund-pre-election-tax-giveaway,Guardian,2024-02-15T09:07:00Z,
‘Kills me every single time’: readers on their favourite breakup songs,https://www.theguardian.com/music/2024/feb/15/best-breakup-songs-valentines-day-sad,Guardian,2024-02-15T09:06:03Z,
"Why is Labour still using the self-defeating, discredited ‘maxed out credit card’ analogy? | Yanis Varoufakis",https://www.theguardian.com/commentisfree/2024/feb/15/labour-credit-card-analogy-mendacious-tory,Guardian,2024-02-15T09:00:03Z,
American Mother by Colum McCann with Diane Foley review – steeliness and sorrow,https://www.theguardian.com/books/2024/feb/15/american-mother-by-colum-mccann-with-diane-foley-review-steeliness-and-sorrow,Guardian,2024-02-15T09:00:03Z,
Time for a salary cap to keep leagues competitive and reduce agents’ influence | Jason Stockwood,https://www.theguardian.com/football/2024/feb/15/salary-cap-leagues-competitive-reduce-agents-influence,Guardian,2024-02-15T08:36:21Z,
Even a technical recession is a headache for Rishi Sunak,https://www.theguardian.com/business/2024/feb/15/technical-recession-headache-rishi-sunak-government-general-election-britain,Guardian,2024-02-15T08:35:45Z,
"Oldest platypus found in the wild is ‘beyond all our expectations’, say researchers",https://www.theguardian.com/australia-news/2024/feb/15/worlds-oldest-platypus-found-in-the-wild-age-melbourne-water,Guardian,2024-02-15T08:29:31Z,
 At least six Australian banks hit by network outages including Ubank and Bank Australia,https://www.theguardian.com/australia-news/2024/feb/15/at-least-six-australian-banks-hit-by-network-outages-including-ubank-and-bank-australia,Guardian,2024-02-15T08:27:52Z,
London Overground: new names and colours for six lines revealed,https://www.theguardian.com/business/2024/feb/15/london-overground-new-names-and-colours-for-six-lines-revealed,Guardian,2024-02-15T08:20:20Z,
Private moon lander lifts off aiming for first US lunar touchdown in 52 years,https://www.theguardian.com/science/2024/feb/15/private-moon-lander-lifts-off-aiming-for-first-us-lunar-touchdown-in-52-years,Guardian,2024-02-15T08:19:22Z,
Victoria’s largest public health service faces criminal charge over Indigenous woman’s hospital death ,https://www.theguardian.com/australia-news/2024/feb/15/victorias-largest-public-health-service-faces-criminal-charge-over-indigenous-womans-hospital-death,Guardian,2024-02-15T08:07:12Z,
The Vince Staples Show review – this joyously weird comedy is ludicrously suave,https://www.theguardian.com/tv-and-radio/2024/feb/15/the-vince-staples-show-review-this-joyously-weird-comedy-is-ludicrously-suave,Guardian,2024-02-15T08:01:01Z,
Jody Cundy: ‘I don’t know what the real world is like. That scares me’,https://www.theguardian.com/sport/2024/feb/15/jody-cundy-i-dont-know-what-the-real-world-is-like-that-scares-me,Guardian,2024-02-15T08:00:04Z,
 David Harewood: teach young actors resilience to face industry’s brutal side ,https://www.theguardian.com/culture/2024/feb/15/david-harewood-teach-young-actors-resilience-face-industrys-brutal-side-rada,Guardian,2024-02-15T08:00:03Z,
True romance: how to keep the love alive when you fight,https://www.theguardian.com/lifeandstyle/2024/feb/15/how-to-keep-love-alive-when-you-fight-argue,Guardian,2024-02-15T08:00:03Z,
The Tories have ruined our health. These are the three things Labour must do to repair the damage | Devi Sridhar,https://www.theguardian.com/commentisfree/2024/feb/15/tories-disastrous-health-labour-childhood-obesity-nhs-staff-keir-starmer,Guardian,2024-02-15T08:00:01Z,
Parasol Against the Axe by Helen Oyeyemi review – a wild ride through Prague,https://www.theguardian.com/books/2024/feb/15/parasol-against-the-axe-by-helen-oyeyemi-review-a-wild-ride-through-prague,Guardian,2024-02-15T07:30:01Z,
Sydney asbestos crisis: largest EPA probe ever with hundreds of sites potentially contaminated,https://www.theguardian.com/australia-news/2024/feb/15/nsw-sydney-asbestos-friable-mulch-crisis-parks-sites-list-contaminated-epa,Guardian,2024-02-15T07:12:31Z,
BoM issues cyclone alert for NT and Queensland; NSW Health warns of high-dose MDMA tabs in circulation – as it happend,https://www.theguardian.com/australia-news/live/2024/feb/15/australia-politics-live-victoria-grid-storms-power-cuts-question-time-anthony-albanese-peter-dutton,Guardian,2024-02-15T07:01:47Z,
Thursday briefing: Inside Israel’s plans for Rafah – and the threat to refugees there,https://www.theguardian.com/world/2024/feb/15/thursday-briefing-inside-israels-plans-for-rafah-and-the-threat-to-refugees-there,Guardian,2024-02-15T07:00:14Z,
Interview With the Vampire review – Tom Cruise and Brad Pitt’s brilliant bloodsucking bromance,https://www.theguardian.com/film/2024/feb/15/interview-with-the-vampire-review-tom-cruise-brad-pitt-kirsten-dunst-antonio-banderas,Guardian,2024-02-15T07:00:04Z,
Home Office test scandal students to pitch Mr Bates-inspired TV drama,https://www.theguardian.com/politics/2024/feb/15/home-office-test-scandal-students-to-pitch-mr-bates-inspired-tv-drama,Guardian,2024-02-15T07:00:04Z,
Skiing without clutter: on the eco-friendly slopes of Slovenia’s Julian Alps,https://www.theguardian.com/travel/2024/feb/15/skiing-without-clutter-on-the-eco-friendly-slopes-of-slovenias-pristine-julian-alps,Guardian,2024-02-15T07:00:03Z,
Polls open for two byelections in testing times for Tories and Labour,https://www.theguardian.com/politics/2024/feb/15/polls-open-for-two-byelections-in-testing-times-for-tories-and-labour,Guardian,2024-02-15T07:00:02Z,
What will Spain look like when it runs out of water? Barcelona is giving us a glimpse | María Ramírez,https://www.theguardian.com/commentisfree/2024/feb/15/spain-water-barcelona-farmers-tourism-catalonia-drought,Guardian,2024-02-15T07:00:00Z,
Russia-Ukraine war at a glance: what we know on day 722,https://www.theguardian.com/world/2024/feb/15/russia-ukraine-war-at-a-glance-what-we-know-on-day-722,Guardian,2024-02-15T06:49:30Z,
‘Winter is coming’: activists’ fears as Prabowo Subianto likely wins Indonesia election,https://www.theguardian.com/world/2024/feb/15/indonesia-presidential-election-results-prabowo-subianto-likely-victory,Guardian,2024-02-15T06:44:13Z,
TV tonight: the return of a beloved doggy dating show,https://www.theguardian.com/tv-and-radio/2024/feb/15/tv-tonight-the-return-of-a-beloved-doggy-dating-show,Guardian,2024-02-15T06:20:07Z,
"Australia’s economy likely to slow until stage-three tax cuts, lower interest rates and easing inflation kick in, CBA says",https://www.theguardian.com/business/2024/feb/15/australia-economy-slow-stage-three-tax-cuts-interest-rates-inflation-rba,Guardian,2024-02-15T06:07:33Z,
Weatherwatch: seabirds ride out winter storms in middle of ocean,https://www.theguardian.com/news/2024/feb/15/weatherwatch-seabirds-ride-out-winter-storms-in-middle-of-ocean,Guardian,2024-02-15T06:00:08Z,
‘We’re going to become fish’: how a ‘natural history fantasy’ found its way to the Baftas,https://www.theguardian.com/environment/2024/feb/15/wild-summon-bafta-saul-freed-karni-arieli,Guardian,2024-02-15T06:00:07Z,
A lesson and a wake-up call from Rochdale: Labour has become too complacent about its big poll lead | Martin Kettle,https://www.theguardian.com/commentisfree/2024/feb/15/rochdale-labour-poll-lead-keir-starmer,Guardian,2024-02-15T06:00:07Z,
London mural by key postwar artist under threat of demolition,https://www.theguardian.com/culture/2024/feb/15/london-mural-william-mitchell-key-postwar-artist-under-threat-demolition,Guardian,2024-02-15T06:00:07Z,
Victoria fires claim at least 25 homes as power outages to continue into next week,https://www.theguardian.com/australia-news/2024/feb/15/victoria-fires-grampians-bushfires-pomonal-homes-destroyed,Guardian,2024-02-15T05:41:10Z,
Kansas City Chiefs parade shooting: what we know so far,https://www.theguardian.com/us-news/2024/feb/14/kansas-city-chief-parade-shooting-what-we-know,Guardian,2024-02-15T05:37:52Z,
Country diary: Low sun cuts across where the pits once were | Virginia Spiers,https://www.theguardian.com/environment/2024/feb/15/country-diary-low-sun-cuts-across-where-the-pits-once-were,Guardian,2024-02-15T05:30:06Z,
